Song 24/30, page 3/6, title = Akcent(pl) - Nie wolno zabić tej miłości (time: 11:58:14).
Song 25/30, page 3/6, title = Akcent(pl) - Nie ze mną (time: 11:58:15).
Song 26/30, page 3/6, title = Akcent(pl) - Nie żal tej miłości (time: 11:58:15).
Song 27/30, page 3/6, title = Akcent(pl) - Niebo z moich stron (time: 11:58:16).
Song 28/30, page 3/6, title = Akcent(pl) - Niepotrzebne nam wielkie pieniądze (time: 11:58:17).
Song 29/30, page 3/6, title = Akcent(pl) - Noce I Dnie (time: 11:58:18).
Song 30/30, page 3/6, title = Akcent(pl) - Obraz Twój (time: 11:58:18).
Song 1/30, page 4/6, title = Akcent(pl) - Ocean wspomnień (time: 11:58:20).
Song 2/30, page 4/6, title = Akcent(pl) - Oczarowałaś mnie (time: 11:58:21).
Song 3/30, page 4/6, title = Akcent(pl) - Oj ne ne ne (time: 11:58:21).
Song 4/30, page 4/6, title = Akcent(pl) - Ostatni Klaps (time: 11:58:22).
Song 5/30, page 4/6, title = Akcent(pl) - Ostatni list (time: 11:58:23).
Song 6/30, page 4/6, title = Akcent(pl) - Ostatni most (time: 11:58:23).
Song 7/30, page 4/6, title = Akcent(pl) - Otwarte Serce (time: 11:58:24).
Song 8/30, page 4/6, title = Akcent(pl) - Pada deszcz (time: 11:58:25).
Song 9/30, page 4/6, title = Akcent(pl) - Peron łez (time: 11:58:25).
Song 10/30, page 4/6, title = Akcent(pl) - Pieśń o pokoju  & Lider (time: 11:58:26).
Song 11/30, page 4/6, title = Akcent(pl) - Pocałunek (time: 11:58:27).
Song 12/30, page 4/6, title = Akcent(pl) - Pokochaj mnie dziewczyno (time: 11:58:28).
Song 13/30, page 4/6, title = Akcent(pl) - Pokój w nas (time: 11:58:28).
Song 14/30, page 4/6, title = Akcent(pl) - Powiedz coś miłego (time: 11:58:29).
Song 15/30, page 4/6, title = Akcent(pl) - Powiedz czemu (time: 11:58:30).
Song 16/30, page 4/6, title = Akcent(pl) - Powiedz mamo (time: 11:58:30).
Song 17/30, page 4/6, title = Akcent(pl) - Powiedz tato jak to jest (time: 11:58:31).
Song 18/30, page 4/6, title = Akcent(pl) - Pożegnalny list (time: 11:58:32).
Song 19/30, page 4/6, title = Akcent(pl) - Pragnienie miłości (time: 11:58:32).
Song 20/30, page 4/6, title = Akcent(pl) - Prawdziwa Miłość To Ty (time: 11:58:34).
Song 21/30, page 4/6, title = Akcent(pl) - Przekorny Los (time: 11:58:35).
Song 22/30, page 4/6, title = Akcent(pl) - Przez cierniste drogi (time: 11:58:36).
Song 23/30, page 4/6, title = Akcent(pl) - Przez Emocje Oszalałem (time: 11:58:36).
Song 24/30, page 4/6, title = Akcent(pl) - Przez Twe oczy zielone (time: 11:58:37).
Song 25/30, page 4/6, title = Akcent(pl) - Przyjdzie czas (time: 11:58:38).
Song 26/30, page 4/6, title = Akcent(pl) - Przytul śmiało (time: 11:58:39).
Song 27/30, page 4/6, title = Akcent(pl) - Psotny wiatr (time: 11:58:40).
Song 28/30, page 4/6, title = Akcent(pl) - Pszczółka maja (time: 11:58:41).
Song 29/30, page 4/6, title = Akcent(pl) - Rodzinny Dom (time: 11:58:42).
Song 30/30, page 4/6, title = Akcent(pl) - Rozmowa Dwóch Serc (time: 11:58:42).
Song 1/30, page 5/6, title = Akcent(pl) - Serce me (time: 11:58:44).
Song 2/30, page 5/6, title = Akcent(pl) - Serduszko blondynki (time: 11:58:45).
Song 3/30, page 5/6, title = Akcent(pl) - Siwy Koniu (time: 11:58:45).
Song 4/30, page 5/6, title = Akcent(pl) - Słuchajcie chłopcy (time: 11:58:46).
Song 5/30, page 5/6, title = Akcent(pl) - Sonet dla miłości (time: 11:58:47).
Song 6/30, page 5/6, title = Akcent(pl) - Spadająca gwiazda (time: 11:58:47).
Song 7/30, page 5/6, title = Akcent(pl) - Stary cygan (time: 11:58:48).
Song 8/30, page 5/6, title = Akcent(pl) - Symfonia miłości (time: 11:58:49).
Song 9/30, page 5/6, title = Akcent(pl) - Szczęśliwa gwiazda (time: 11:58:49).
Song 10/30, page 5/6, title = Akcent(pl) - Szkolna Miłość (time: 11:58:50).
Song 11/30, page 5/6, title = Akcent(pl) - Ta moja dziewczyna (time: 11:58:51).
Song 12/30, page 5/6, title = Akcent(pl) - Tabu tibu (time: 11:58:52).
Song 13/30, page 5/6, title = Akcent(pl) - Tak bardzo Cię kocham (time: 11:58:53).
Song 14/30, page 5/6, title = Akcent(pl) - Taki Mały Cud (time: 11:58:54).
Song 15/30, page 5/6, title = Akcent(pl) - Tańcząca w deszczu (time: 11:58:54).
Song 16/30, page 5/6, title = Akcent(pl) - Tego mi potrzeba (time: 11:58:55).
Song 17/30, page 5/6, title = Akcent(pl) - To było w pociągu (time: 11:58:56).
Song 18/30, page 5/6, title = Akcent(pl) - To właśnie ja (time: 11:58:56).
Song 19/30, page 5/6, title = Akcent(pl) - Trzy listy (time: 11:58:57).
Song 20/30, page 5/6, title = Akcent(pl) - Twe Czarne Oczy (time: 11:58:58).
Song 21/30, page 5/6, title = Akcent(pl) - Ty płaczesz (time: 11:58:59).
Song 22/30, page 5/6, title = Akcent(pl) - Tylko z tobą (time: 11:59:00).
Song 23/30, page 5/6, title = Akcent(pl) - W obłokach (time: 11:59:00).
Song 24/30, page 5/6, title = Akcent(pl) - Wakacyjne cuda (time: 11:59:01).
Song 25/30, page 5/6, title = Akcent(pl) - Wciąż gnam (time: 11:59:02).
Song 26/30, page 5/6, title = Akcent(pl) - We dwoje (time: 11:59:03).
Song 27/30, page 5/6, title = Akcent(pl) - We mgle (time: 11:59:04).
Song 28/30, page 5/6, title = Akcent(pl) - Wierzę w miłość (time: 11:59:04).
Song 29/30, page 5/6, title = Akcent(pl) - Wracaj kochanie (time: 11:59:05).
Song 30/30, page 5/6, title = Akcent(pl) - Wróćmy na jeziora (time: 11:59:06).
Song 1/30, page 6/6, title = Akcent(pl) - Wspomnienie (time: 11:59:07).
Song 2/30, page 6/6, title = Akcent(pl) - Wybrane życie (time: 11:59:08).
Song 3/30, page 6/6, title = Akcent(pl) - Wyrzuć swe zmartwienia (time: 11:59:09).
Song 4/30, page 6/6, title = Akcent(pl) - Wyspa Szczęśliwych snów (time: 11:59:10).
Song 5/30, page 6/6, title = Akcent(pl) - Wyznanie (time: 11:59:10).
Song 6/30, page 6/6, title = Akcent(pl) - Za morzem (time: 11:59:11).
Song 7/30, page 6/6, title = Akcent(pl) - Za nami miłość (time: 11:59:12).
Song 8/30, page 6/6, title = Akcent(pl) - Za twe oczy (time: 11:59:13).
Song 9/30, page 6/6, title = Akcent(pl) - Zaczarowana wyspa (time: 11:59:14).
Song 10/30, page 6/6, title = Akcent(pl) - Zakochany (time: 11:59:14).
Song 11/30, page 6/6, title = Akcent(pl) - Znajdę miłość (time: 11:59:15).
Song 12/30, page 6/6, title = Akcent(pl) - Znajdę panne jak marzenie (time: 11:59:16).
Song 13/30, page 6/6, title = Akcent(pl) - Zostań tu (time: 11:59:17).
Song 14/30, page 6/6, title = Akcent(pl) - Zostań Z Nami Melodio (time: 11:59:18).
Song 15/30, page 6/6, title = Akcent(pl) - Zwariowana noc (time: 11:59:19).
Song 16/30, page 6/6, title = Akcent(pl) - Żegnaj Mała (time: 11:59:19).
Song 17/30, page 6/6, title = Akcent(pl) - Żółta plaża (time: 11:59:21).
Song 18/30, page 6/6, title = Akcent(pl) - Życie cygana (time: 11:59:21).
Song 19/30, page 6/6, title = Akcent(pl) - Życie Faceta (time: 11:59:22).
Song 20/30, page 6/6, title = Akcent(pl) - Życie to są chwile (time: 11:59:23).
Song 1/30, page 1/10, title = Boys - 3 x Hej (time: 11:59:24).
Song 2/30, page 1/10, title = Boys - A ja się bawię ('91) (time: 11:59:25).
Song 3/30, page 1/10, title = Boys - A ja się bawię ('95) (time: 11:59:25).
Song 4/30, page 1/10, title = Boys - A ja się bawię (2012) (time: 11:59:26).
Song 5/30, page 1/10, title = Boys - A ja się teraz bawię (time: 11:59:27).
Song 6/30, page 1/10, title = Boys - Agatka 2009 (time: 11:59:28).
Song 7/30, page 1/10, title = Boys - Agnieszka (time: 11:59:28).
Song 8/30, page 1/10, title = Boys - Ale numer (time: 11:59:29).
Song 9/30, page 1/10, title = Boys - Amazing woman (time: 11:59:30).
Song 10/30, page 1/10, title = Boys - Ana (time: 11:59:30).
Song 11/30, page 1/10, title = Boys - Aniu kocham Cię (time: 11:59:31).
Song 12/30, page 1/10, title = Boys - Anulka (time: 11:59:32).
Song 13/30, page 1/10, title = Boys - Bawmy się (time: 11:59:32).
Song 14/30, page 1/10, title = Boys - Bella ciao (time: 11:59:33).
Song 15/30, page 1/10, title = Boys - Będę myślał o Tobie (time: 11:59:34).
Song 16/30, page 1/10, title = Boys - Będzie dobrze (time: 11:59:35).
Song 17/30, page 1/10, title = Boys - Będziesz Moja (time: 11:59:35).
Song 18/30, page 1/10, title = Boys - Będziesz przy mnie (time: 11:59:36).
Song 19/30, page 1/10, title = Boys - Białe łabędzie (time: 11:59:37).
Song 20/30, page 1/10, title = Boys - Biały miś (time: 11:59:38).
Song 21/30, page 1/10, title = Boys - Biba (time: 11:59:38).
Song 22/30, page 1/10, title = Boys - Biba (nieocenzurowana wersja) (time: 11:59:39).
Song 23/30, page 1/10, title = Boys - Bliskość twego serca (time: 11:59:39).
Song 24/30, page 1/10, title = Boys - Boli boli (time: 11:59:40).
Song 25/30, page 1/10, title = Boys - Boys dla Was (time: 11:59:41).
Song 26/30, page 1/10, title = Boys - Boys summer mix (time: 11:59:42).
Song 27/30, page 1/10, title = Boys - Bujajcie z nami (time: 11:59:42).
Song 28/30, page 1/10, title = Boys - Byłaś (time: 11:59:43).
Song 29/30, page 1/10, title = Boys - Chce Cię mieć, Chce Cię zjeść (time: 11:59:44).
Song 30/30, page 1/10, title = Boys - Chcę (time: 11:59:45).
Song 1/30, page 2/10, title = Boys - Chcę być przy tobie (time: 11:59:46).
Song 2/30, page 2/10, title = Boys - Chcę zapomnieć (time: 11:59:47).
Song 3/30, page 2/10, title = Boys - Chciałbym (time: 11:59:47).
Song 4/30, page 2/10, title = Boys - Chłop z Mazur (time: 11:59:48).
Song 5/30, page 2/10, title = Boys - Choćbyś tęsknił (time: 11:59:49).
Song 6/30, page 2/10, title = Boys - Chwile dwie (time: 11:59:50).
Song 7/30, page 2/10, title = Boys - Ciemną nocą (time: 11:59:50).
Song 8/30, page 2/10, title = Boys - Córka rybaka (time: 11:59:51).
Song 9/30, page 2/10, title = Boys - Crazy (time: 11:59:52).
Song 10/30, page 2/10, title = Boys - Czas, świąteczny czas (time: 11:59:53).
Song 11/30, page 2/10, title = Boys - Czerwonka (time: 11:59:54).
Song 12/30, page 2/10, title = Boys - Czy nie (time: 11:59:54).
Song 13/30, page 2/10, title = Boys - Czy to źle (time: 11:59:55).
Song 14/30, page 2/10, title = Boys - Dajcie mi gitarę (time: 11:59:55).
Song 15/30, page 2/10, title = Boys - Dawaj z nami (time: 11:59:56).
Song 16/30, page 2/10, title = Boys - Dla Ciebie (time: 11:59:57).
Song 17/30, page 2/10, title = Boys - Dla was (time: 11:59:58).
Song 18/30, page 2/10, title = Boys - Dlaczego (time: 11:59:58).
Song 19/30, page 2/10, title = Boys - Dlaczego teraz to zrobiłaś (time: 11:59:59).
Song 20/30, page 2/10, title = Boys - Dlaczego ty mi w głowie zawróciłaś (time: 12:00:00).
Song 21/30, page 2/10, title = Boys - Dobra zabawa (time: 12:00:01).
Song 22/30, page 2/10, title = Boys - Dobrze wiem (time: 12:00:01).
Song 23/30, page 2/10, title = Boys - Drań (time: 12:00:02).
Song 24/30, page 2/10, title = Boys - Dwa serca (time: 12:00:03).
Song 25/30, page 2/10, title = Boys - Dzień dla nas to za mało feat. Letni Chamski (time: 12:00:04).
Song 26/30, page 2/10, title = Boys - Dzień z życia (time: 12:00:05).
Song 27/30, page 2/10, title = Boys - Dziewczyna z dzikiej plaży (time: 12:00:05).
Song 28/30, page 2/10, title = Boys - Dziewczyna z marzeń (time: 12:00:06).
Song 29/30, page 2/10, title = Boys - Dziewczyno Kochana (time: 12:00:07).
Song 30/30, page 2/10, title = Boys - Dźwięki strun (time: 12:00:08).
Song 1/30, page 3/10, title = Boys - Figo fago  (time: 12:00:09).
Song 2/30, page 3/10, title = Boys - Film-Mix (time: 12:00:10).
Song 3/30, page 3/10, title = Boys - Gdzie jesteś teraz (time: 12:00:10).
Song 4/30, page 3/10, title = Boys - Gdzie moja wolność (time: 12:00:11).
Song 5/30, page 3/10, title = Boys - Gwiazdka (time: 12:00:12).
Song 6/30, page 3/10, title = Boys - Hej jak to jest (time: 12:00:13).
Song 7/30, page 3/10, title = Boys - Hej moja dziewczyno (time: 12:00:13).
Song 8/30, page 3/10, title = Boys - Hej moja miła (time: 12:00:14).
Song 9/30, page 3/10, title = Boys - Idę z Tobą (time: 12:00:15).
Song 10/30, page 3/10, title = Boys - Impreza z nami (time: 12:00:16).
Song 11/30, page 3/10, title = Boys - Inna dziewczyna (time: 12:00:16).
Song 12/30, page 3/10, title = Boys - Intro do płyty Tak czy nie (time: 12:00:17).
Song 13/30, page 3/10, title = Boys - Jagódka (time: 12:00:18).
Song 14/30, page 3/10, title = Boys - Jak się masz (time: 12:00:18).
Song 15/30, page 3/10, title = Boys - Jak statki na niebie (time: 12:00:19).
Song 16/30, page 3/10, title = Boys - Jaki piękny świat (time: 12:00:20).
Song 17/30, page 3/10, title = Boys - Jedna łza (time: 12:00:21).
Song 18/30, page 3/10, title = Boys - Jedynie ty (time: 12:00:22).
Song 19/30, page 3/10, title = Boys - Jesienną melodię wiatr nam gra (time: 12:00:22).
Song 20/30, page 3/10, title = Boys - Jest jeszcze czas (time: 12:00:23).
Song 21/30, page 3/10, title = Boys - Jesteś (time: 12:00:24).
Song 22/30, page 3/10, title = Boys - Jesteś a nie ma cię (time: 12:00:25).
Song 23/30, page 3/10, title = Boys - Jesteś ładna (time: 12:00:26).
Song 24/30, page 3/10, title = Boys - Jesteś moją muzą (time: 12:00:26).
Song 25/30, page 3/10, title = Boys - Jesteśmy razem (time: 12:00:27).
Song 26/30, page 3/10, title = Boys - Jeszcze jeden pocałunek (time: 12:00:28).
Song 27/30, page 3/10, title = Boys - Jeszcze raz (time: 12:00:28).
Song 28/30, page 3/10, title = Boys - Jeszcze wszystko się zmieni (time: 12:00:29).
Song 29/30, page 3/10, title = Boys - Jezioreczko (time: 12:00:30).
Song 30/30, page 3/10, title = Boys - Jezu jak się cieszę (time: 12:00:31).
Song 1/30, page 4/10, title = Boys - Jolka, Jolka pamiętasz (time: 12:00:32).
Song 2/30, page 4/10, title = Boys - Jump (time: 12:00:33).
Song 3/30, page 4/10, title = Boys - Jump 2 (2009 RMX) (time: 12:00:33).
Song 4/30, page 4/10, title = Boys - Jump 2009 (Remix) (time: 12:00:34).
Song 5/30, page 4/10, title = Boys - King Bruce Lee Karate Mistrz (time: 12:00:35).
Song 6/30, page 4/10, title = Boys - Kochać to kochać (time: 12:00:35).
Song 7/30, page 4/10, title = Boys - Kochaj mnie (time: 12:00:36).
Song 8/30, page 4/10, title = Boys - Kocham Cię (time: 12:00:37).
Song 9/30, page 4/10, title = Boys - Kochana Daj Mi Dłonie (time: 12:00:37).
Song 10/30, page 4/10, title = Boys - Kochana uwierz mi (time: 12:00:38).
Song 11/30, page 4/10, title = Boys - Kochany wróć (time: 12:00:39).
Song 12/30, page 4/10, title = Boys - Koleś z bety (time: 12:00:39).
Song 13/30, page 4/10, title = Boys - Koniec snów (time: 12:00:40).
Song 14/30, page 4/10, title = Boys - Krótka historia o miłości (time: 12:00:41).
Song 15/30, page 4/10, title = Boys - Kwiaty we włosach (time: 12:00:42).
Song 16/30, page 4/10, title = Boys - Lady Lady (time: 12:00:43).
Song 17/30, page 4/10, title = Boys - Letnie wspomnienie (time: 12:00:44).
Song 18/30, page 4/10, title = Boys - Linda (time: 12:00:44).
Song 19/30, page 4/10, title = Boys - List (time: 12:00:45).
Song 20/30, page 4/10, title = Boys - Lody (time: 12:00:45).
Song 21/30, page 4/10, title = Boys - Lulajże Jezuniu (time: 12:00:46).
Song 22/30, page 4/10, title = Boys - Łobuz (time: 12:00:47).
Song 23/30, page 4/10, title = Boys - Magdaleno (time: 12:00:48).
Song 24/30, page 4/10, title = Boys - Magiczny czas otulił nas (time: 12:00:48).
Song 25/30, page 4/10, title = Boys - Malyna  feat. Basta  (time: 12:00:49).
Song 26/30, page 4/10, title = Boys - Małolata (time: 12:00:50).
Song 27/30, page 4/10, title = Boys - Mam cię dość (time: 12:00:51).
Song 28/30, page 4/10, title = Boys - Mamo (time: 12:00:51).
Song 29/30, page 4/10, title = Boys - Mega Jump (time: 12:00:52).
Song 30/30, page 4/10, title = Boys - Męska rzecz (time: 12:00:53).
Song 1/30, page 5/10, title = Boys - Miałaś 18 lat (time: 12:00:54).
Song 2/30, page 5/10, title = Boys - Miłość (time: 12:00:55).
Song 3/30, page 5/10, title = Boys - Miłość 1992 (time: 12:00:55).
Song 4/30, page 5/10, title = Boys - Miłość bez przyszłości (time: 12:00:56).
Song 5/30, page 5/10, title = Boys - Miłość Cygana (time: 12:00:57).
Song 6/30, page 5/10, title = Boys - Miłość jak piorun (time: 12:00:58).
Song 7/30, page 5/10, title = Boys - Miłość jak wiatr (time: 12:00:58).
Song 8/30, page 5/10, title = Boys - Miłość na przystanku (time: 12:00:59).
Song 9/30, page 5/10, title = Boys - Miłość w kolorach tęczy (time: 12:01:00).
Song 10/30, page 5/10, title = Boys - Mix '99 (time: 12:01:00).
Song 11/30, page 5/10, title = Boys - Mniej niż zero (time: 12:01:01).
Song 12/30, page 5/10, title = Boys - Moja kochana (time: 12:01:01).
Song 13/30, page 5/10, title = Boys - Mój azyl (time: 12:01:02).
Song 14/30, page 5/10, title = Boys - Mój Harley (time: 12:01:03).
Song 15/30, page 5/10, title = Boys - My w koszarach (time: 12:01:04).
Song 16/30, page 5/10, title = Boys - Mydełko Fa feat. Shazza (time: 12:01:04).
Song 17/30, page 5/10, title = Boys - Najpiękniejsza Dziewczyno (time: 12:01:05).
Song 18/30, page 5/10, title = Boys - Napalona Anka (time: 12:01:05).
Song 19/30, page 5/10, title = Boys - Napalona Anka 2012 (time: 12:01:06).
Song 20/30, page 5/10, title = Boys - Nasz pierwszy taniec (time: 12:01:07).
Song 21/30, page 5/10, title = Boys - Nasze miasto (time: 12:01:07).
Song 22/30, page 5/10, title = Boys - Nasze rendez vous (time: 12:01:08).
Song 23/30, page 5/10, title = Boys - Nie będę spał (time: 12:01:09).
Song 24/30, page 5/10, title = Boys - Nie chcę czekolady (time: 12:01:09).
Song 25/30, page 5/10, title = Boys - Nie chcę nic od ciebie (time: 12:01:10).
Song 26/30, page 5/10, title = Boys - Nie ma gwiazd (time: 12:01:11).
Song 27/30, page 5/10, title = Boys - Nie ma jak u mamy (time: 12:01:11).
Song 28/30, page 5/10, title = Boys - Nie odchodź (time: 12:01:12).
Song 29/30, page 5/10, title = Boys - Nie odchodź 1991 (time: 12:01:13).
Song 30/30, page 5/10, title = Boys - Nie płacz (time: 12:01:13).
Song 1/30, page 6/10, title = Boys - Nie szukaj mnie (time: 12:01:15).
Song 2/30, page 6/10, title = Boys - Nie wierz jej (time: 12:01:15).
Song 3/30, page 6/10, title = Boys - Niebo w gębie (time: 12:01:16).
Song 4/30, page 6/10, title = Boys - Niechciana (time: 12:01:17).
Song 5/30, page 6/10, title = Boys - Niezapomniane chwile z Tobą (time: 12:01:18).
Song 6/30, page 6/10, title = Boys - Nocą się zaczeło (time: 12:01:18).
Song 7/30, page 6/10, title = Boys - Noce z tobą (time: 12:01:19).
Song 8/30, page 6/10, title = Boys - O! Ela (time: 12:01:20).
Song 9/30, page 6/10, title = Boys - Och Daniel (time: 12:01:20).
Song 10/30, page 6/10, title = Boys - Oczy szafirowe (time: 12:01:21).
Song 11/30, page 6/10, title = Boys - Odczep się ode mnie (time: 12:01:22).
Song 12/30, page 6/10, title = Boys - Odeszłaś tak bez słowa (time: 12:01:22).
Song 13/30, page 6/10, title = Boys - Odpowiedz Mi (time: 12:01:23).
Song 14/30, page 6/10, title = Boys - Ogród pełen róż (time: 12:01:24).
Song 15/30, page 6/10, title = Boys - Okrutny los (time: 12:01:24).
Song 16/30, page 6/10, title = Boys - Ona i on (time: 12:01:26).
Song 17/30, page 6/10, title = Boys - Oprócz błękitnego nieba (time: 12:01:27).
Song 18/30, page 6/10, title = Boys - Opuściłaś mnie (time: 12:01:27).
Song 19/30, page 6/10, title = Boys - Ostatni dzień ostatnia noc (time: 12:01:28).
