text,label
"Moja maleńka, zostań ze mną
Moja maleńka, moją bądź
Moja maleńka, zostań ze mną
Moja maleńka, żoną bądź (2 x)

Mam swoją dziewczynę
Spotykamy się
Kiedy jej nie widzę
Jest mi bardzo źle
Gdy się na mnie złości
Serce z bólu pęka
Wybacz mi, kochana
Ty moja maleńka

<RBEG>Ref.:
Moja maleńka, zostań ze mną
Moja maleńka, moją bądź
Moja maleńka, zostań ze mną
Moja maleńka, żoną bądź (2 x)

Dziś po pracy spadam
Żeby spotkać się
Spacer, kino, kawa
Znów cudowny dzień
Kiedy Cię nie widzę
To prawdziwa męka
Padam na kolana
Ej, moja maleńka!

<RBEG>Ref.:
Moja maleńka, zostań ze mną
Moja maleńka, moją bądź
Moja maleńka, zostań ze mną
Moja maleńka, żoną bądź (5 <REND><REND>x<EOST>)",1
"[Cleo]
Zanim byłam tu miałeś nudny ład
W bałaganie cudów Bóg ulepił nas
Sami, sami, sami
Zanim, zanim, zanim, zanim raj ten zgasł
<EOST>
Bez siebie ciężko nam, z sobą trudno jest
Nie wiem, ale pewnie w piekle nie ma miejsc
Rani, rani, rani
Pali, pali, pali, pali nas ta więź
<EOST>
(Eva)
<EOST>
[<RBEG>Refren: Cleo]
Ty masz to, ja mam to
Nie odbieraj sobie mnie
Być tak blisko to nie grzech
Masz to, ja mam to
Nie odbieraj sobie mnie
Być tak blisko to nie grzech<REND>
<EOST>
[Cleo]
Jestem jak Eva
Eva
Tracę raj
<EOST>
[Mesajah]
I choć minął już prawie rok
Bez ciebie mój świat wciąż spowija mrok
I chociaż wiem, że to niezbyt dobry myślenia tok
Brakuje mi naszych splecionych spojrzeń i splecionych rąk
Brakuje mi ciebie i brakuje nas
A kiedy ciebie na ma pragnę więcej, ciebie więcej
Tak szybko leci czas
W moim sercu ciągle jest dla ciebie miejsce
Do gwiazd wołam o pomoc
Bym przestał myśleć o tobie co noc
A miłość jest jak zakazany owoc
Bo wiem, że to złe za każdym razem, gdy robimy to
<EOST>
(Eva)
<EOST>
[<RBEG>Refren: Cleo]
Ty masz to, ja mam to
Nie odbieraj sobie mnie
Być tak blisko to nie grzech
Masz to, ja mam to
Nie odbieraj sobie mnie
Być tak blisko to nie grzech<REND>
<EOST>
[Cleo]
Jestem jak Eva
Eva
Tracę raj
<EOST>
[Cleo]
Kiedy nie ma słów, to po prostu milcz
Gdybym chciała cudów nie byłbyś to ty
Zamilcz, zamilcz, zamilcz
Zanim, zanim, zanim, zanim zrani nas
<EOST>
Kiedy jesteś tu, to mam dziwny stan
Niby nie gra nam, ale jakoś tak
Mami, mami, mami
Wabi, wabi, wabi, wabi bliskość nas
<EOST>
[Cleo]
Ty chcesz mnie jeszcze więcej
Ja nie wiem czego chcę
Więc po co szukać sensu
Seksu, serca, wszystko wiem
<EOST>
Ty chcesz mnie jeszcze więcej
Ja nie wiem czego chcę
Więc po co szukać sensu
Seksu, serca, wszystko wiem
<EOST>
(Eva)
<EOST>
[<RBEG>Refren: Cleo & Mesajah]
Ty masz to, ja mam to
Nie odbieraj sobie mnie
Być tak blisko to nie grzech
Masz to, ja mam to
Nie odbieraj sobie mnie
Być tak blisko to nie grzech<REND>
<EOST>
(Eva<EOST>)",0
"What's that you've got?
What's that you've got inside?
I've got my music
You know it gets me by
Turn on the radio
Turn my troubles away
It's my drug
That's going to eat me someday

King of guitars
Falling from the sky
There's so many
Want to give it a try
Hits of the radio
Small boy's fantasy
Some say: ""Who cares
what it really means?""

'Cause it's only rock and roll
Nothing more
Only rock and roll
Rock and roll
Nothing more

Travelled so fast
Need something to hold on to
Their, so much
Sit back, inside with you
So turn on the radio
Turn it way up high
It's so easy
And you know it gets me by

And it's only rock and roll..<EOST>.",0
"Stutonowy pociąg pełznie po szynach
Szyny ryczą jak matula, która jęczy po synach
Bo historii zegar wskazuje że śmierci godzina już nastała
Czy ktoś mógłby torów stęki powstrzymać?
Widzę zza szyby ten przedział
Pana co tu najwyraźniej cztery zimy przesiedział
Zimny wzrok, gęsta broda, pod nią kły ma niedźwiedzia
Przy okazji jestem Filip Szcześniak gdybyś nie wiedział
I na przyszłość będę starał się latać
Brak pojęcia za co znów spotyka kara mnie taka
Patrzy na mnie ciągle typ jakby starał się bratać
Wyprany tweed i koszula jakby stara cerata
Bada mnie w mig, jestem pewien że mnie zaraz zagada
O stan ducha i cywilny, czym para się tata
No a ja czym, ale nagle straszny hałas się wkrada
Otwarte drzwi - ""Cola, piwo, chrupki, kawa, herbata!""
Ma okrutną buzię oraz butny ton
Kupić u niego, prędzej na Syberii kupię szron
Pasażer wstaje wartko, przekracza Rubikon
Spokojnie poprawia swój krawat po czym mówi ""Won!""
Dostrzegam chłodny marmur jego oka
Czarne myśli w jego czaszce już się budzić chcą
Pragnienia ma ukryte, nie na pokaz
Widzę że chce mieć duży dom, pełen cudzych żon
<EOST>
[Refren]
Chcę mieć duży dom, pełen cudzych żon, słyszysz?
Tylko tobie mówię wprost, że ja lubię brnąć w cyfry
Niektórzy ludzie lubią pląs, a niektórzy chcą ciszy
Cały dom w marmurze, cały dom w marmurze
Czarne myśli znowu śpią na górze
<EOST>
Otwieram okno chłonąc zew morza
Rześki wiatr, wielki świat, wodne bezdroża
To tylko mały ja kontra ogrom przestworza
I młodzi chłopcy co pakują sobie biel w nozdrza
Różowiejąc niby wieprz z rożna
Żywią nadzieję, że wybranka będzie bezbożna
Chociaż życie to zły sen, czasem wręcz koszmar
To wcale nie chcę budzić się - no jak tak rzec można?
Nie będę szukał wrażeń
Chcę żyć w hotelu, czasem co najwyżej pójść na plażę
Napisać płytę, pić herbatę i się czuć jak starzec
Bo chcę wypocząć, zanim skończę jak ten współpasażer
Który zniknął, wielka szkoda miałem plan
Otóż miałem zapytać go skąd ja pana znam?
Te ostatnie dni w warszawie mało spałem, fakt
Czy to majaki, czy jechałem w tym przedziale sam?
Niemożliwe... To dopiero dobry fortel
Czy mam zwidy bo się przemieniłem w moczymordę?
Ciężki biznes, poopowiadam o tym potem
No bo wysiadam i przechadzam się nad polskim fiordem
Niebo ciemne i kleiste, niby mocny porter
Wysiliwszy oczy, widzę dość ogromny hotel
Ogromny hol, w nim znajduję jakiś skromny fotel
Pojawia się ogromny wąs, za nim nocny portier
<EOST>

[Refren]
Chcę mieć duży dom, pełen cudzych żon, słyszysz?
Tylko tobie mówię wprost, że ja lubię brnąć w cyfry
Niektórzy ludzie lubią pląs, a niektórzy chcą ciszy
Cały dom w marmurze, cały dom w marmurze
Czarne myśli znowu śpią na górz<EOST>e",0
"Morze szkarłatne, zorze polarne
Omijam siebie, idę do ciebie
Żagle szkarłatne, głębiny pragnień
Serce me płacze dziś, że
<EOST>
Pożal się Boże
Pożal się Boże
Pożal się Boże
Pożal się Boże
<EOST>
Głosie bezradny, wicherku ładny
Utoń w ramionach, poczuj, jak skonam
Dusza ma idzie, końca nie widzę
A ma niedola woła i woła
<EOST>
Pożal się Boże (Pożal się Boże)
Pożal się Boże (Pożal się Boże)
Pożal się Boże (Pożal się Boże)
Pożal się Boże
<EOST>
Pożal się Boże
Pożal się Boże
Pożal się Boże
<EOST>
Pożal się Boże
Pożal się Boż<EOST>e",0
"jest sobota ""ha"" zapić trzeba gdzieś
wsiadam w brykę i wyruszam w rejs
zbieram kumpli ""ha"" kilka lasek też
z nimi można dobrze bawić się

kto nie tańczy w domu niech zostanie
pójdzie spać i wstanie na śniadanie
my lubimy jazdę na całego
przyłącz do nas przyłącz się kolego

<RBEG>Refren:
chodź z nami chodź zaczyna się
lubię taki czad to kręci mnie
chodź z nami chodź pokaż że masz styl
nie musisz się już bać że urwie Ci się film

wpadam na salę z głośników ostro wali bass
siadam przy barze nie jestem tutaj pierwszy raz
gdzieś z boku koleż ostro pali faję ""ha""
zarywam tubkę i temat zapodaje

kto nie tańczy w domu niech zostanie
pójdzie spać i wstanie na śniadanie
my lubimy jazdę na całego
przyłącz do nas przyłącz się kolego

<RBEG>Refren: .<REND><REND>.<EOST>.",1
"halo... halo... misiu to ty.. halo
<EOST>

Wybieram numer tu, w końcu odbiera ona
i szepcze: Misiu  jestem zaskoczona.
Mówię jej: Trzymaj się, coś ważnego zdarzy się.
Chcę ci powiedzieć, lecz wstydzę się.
Chyba zrozumiałem, że ty jesteś wszystkim o czym śnie
i przyszedł czas gdy powiedzieć ci chce
te dwa słowa co niosą mnie

ref:
Bo przecież kocham cię
 i nigdy nie przestanę, 
kocham cię
 i zjem cię na śniadanie,
kocham cię
 i tylko ty kochanie aniołem w niebie, 
 ja wierzę w ciebie (x2)

Gdy poznaliśmy się ty byłaś przerażona
tak uśmiechnięta, troszkę zakręcona
i obawiałaś się gdy za rękę wziąłem cię,
lecz zaufałaś, a ja nie zawiodłem cię. 
Kotku dobrze wiesz, że zrobię wszystko czego chcesz.
Ty daj mi znak, a ja pojawię się,
by nasze drogi znów spotkały się

ref:
Bo przecież kocham cię
 i nigdy nie przestanę. 
kocham cię
 i zjem cię na śniadanie
kocham cię,
 i tylko ty kochanie aniołem w niebie, 
 ja wierze w ciebie (x2)

Tak słoneczko to ty
ty zawsze rozjaśnisz pochmurne dni
i choć każdy mówi mi jak mam dalej żyć
ja chcę z tobą się budzić i śnić
<EOST>

ref:
bo przecież kocham cię, 
 i nigdy nie przestane 
kocham cię,
 i zjem cię na śniadanie
kocham cię,
 i tylko ty kochanie aniołem w niebie,
 ja wierze w ciebie (x2<EOST>)",1
"Noc bez ciebie jest 
jak dzwon 
któremu ukradł ktoś 
jego serce 
i jak puste pudło co 
napisał na nim ktoś 
niespodzianka 

przyjdź i przytul 
mnie do siebie 
zmaż z pamięci każdą zdradę 
nawet tę o której nie wiem 
co się nie zdarzyła wcale 
przyjdź i przytul 
mnie do siebie 
zmaż z pamięci każdą zdradę 
nawet tę o której nie wiem 
te co czeka mnie, tę co czeka mnie 

noc bez ciebie jest jak dom 
którego okna są jak ślepca oczy 
i jak puste pudło co 
napisał na nim ktoś 
niespodzianka 

przyjdź i przytul 
mnie do siebie 
zmaż z pamięci każdą zdradę 
nawet tę o której nie wiem 
co się nie zdarzyła wcale 

przyjdź i przytul 
mnie do siebie 
zmaż z pamięci każdą zdradę 
nawet tę o której nie wiem 
tę co czeka 
czeka mnie... <EOST>
",0
"Stała pod ścianą sącząc kakao
Kapela cięła walca na sześć
Spytałem skromnie: ""czy pójdziesz do mnie?""
Kiwnęła głową zgadzając się
<EOST>
Trzeba zawsze żyć biegnącą chwilą
Na co komu dziś wczorajszy dzień
<EOST>
Topiłem smutki w butelce wódki
Obok Japończyk do lustra pił
Pytam żółtego: ""Powiedz, dlaczego
też jesteś smutny?"" On na to mi:
<EOST>
Na co komu dziś wczorajsza miłość
Na co komu dziś wczorajszy sen
Po co dalej pić to samo piwo
Kiedy czujesz, że uleciał gaz
<EOST>
Chciałem być sobą za wielką wodą
Na czekoladę poczułem chęć
Była namiętna, bardzo nieletnia
I dobrze znała refrenu sens
<EOST>
Na co komu dziś wczorajsza miłość
Na co komu dziś wczorajszy sen
Po co dalej pić to samo piwo
Kiedy czujesz, że uleciał gaz
<EOST>
Spotkałem narzeczoną
Taką ze szkolnych lat
Próbowaliśmy mocno
By taniec naszych ciał
Rozgrzała jakaś iskra
<EOST>
Na co komu dziś wczorajsza miłość
Na co komu dziś wczorajszy sen
Po co dalej pić to samo piwo
Kiedy czujesz, że uleciał ga<EOST>z",0
"Jesteś idolem
Wielbi cię tłum
Gdzie się pojawisz słychać
Zdumionych głosów szum
W porannej prasie widzisz
codziennie swoją twarz
Z możnymi tego świata
o wielkie stawki grasz
<EOST>

Zamki na piasku
Gdy pełno w szkle
Poranna witaj zmiano
To życie twe
<EOST>

Idziesz ulicą
Uśmiechasz się
Skonstruowałeś bombę
Skondensowaną śmierć
Znasz datę i godzinę
Gdy świat się zacznie bać
Policja wszystkich krajów
Rysopis twój chce znać
<EOST>

Zamki na piasku
Gdy pełno w szkle
Poranna witaj zmiano
To życie twe 
To życie twe
To życie twe
<EOST>
Taśma kręci się
Ty stoisz przy niej
Jesteś pionkiem w grze
Kółkiem w maszynie
Żyjesz w zamkach pośród chmur
Na ich wieżach
Nie chcąc wiedzieć ani czuć
Dokąd zmierzasz
<EOST>

Zamki na piasku
Gdy pełno w szkle
Poranna witaj zmiano
To życie twe
To życie twe
To życie tw<EOST>e",0
